transcript	gene	chr	tx_start	tx_end	bp	n_exons	p_all	p_syn	p_mis	p_lof
ENST00000293851.5	PRSS33	16	2834644	2836548	843	6	5.90919055604711e-06	1.82934185212104e-06	3.72826768264591e-06	3.51581021280156e-07
ENST00000348261.5	CACNA1H	16	1203737	1270994	7062	34	4.4991002910813e-05	1.43438196640524e-05	2.85853777645907e-05	2.06180548216991e-06
ENST00000219476.3	TSC2	16	2098616	2138611	5424	41	0.000113381673881775	3.62095240150247e-05	7.01154890069999e-05	7.05666085975001e-06
ENST00000361837.4	C16orf59	16	2510145	2514669	1302	10	2.22091896403483e-05	6.3856001614881e-06	1.37312776864924e-05	2.09231179236781e-06
ENST00000246957.5	TRAP1	16	3708129	3767509	2115	18	4.60687383341908e-05	1.34433065204408e-05	2.8814600157e-05	3.81083165675e-06
ENST00000262316.6	RHBDF1	16	108338	115013	2568	17	6.01545371290557e-05	1.73234556528055e-05	3.85425560320002e-05	4.28852544425e-06
ENST00000412368.2	JMJD8	16	732793	734382	858	9	5.29597817920851e-06	1.76312283041085e-06	3.24726394206485e-06	2.85591406732814e-07
ENST00000301727.4	E4F1	16	2273614	2285573	2355	14	4.60592643489904e-05	1.5149117347537e-05	2.88594503487666e-05	2.05069665268677e-06
ENST00000268668.6	NDUFB10	16	2009625	2011907	519	4	1.07456328596397e-05	2.86823530488971e-06	6.90141411399999e-06	9.7598344075e-07
ENST00000301729.4	ECI1	16	2289979	2301567	909	7	2.09902181561382e-05	6.87199787339888e-06	1.27146656125551e-05	1.40355467018418e-06
ENST00000219069.5	ZNF263	16	3333818	3340558	2052	6	3.29376888980528e-05	8.56230872380293e-06	2.13199820639999e-05	3.05539811025e-06
ENST00000300571.2	GPRC5B	16	19871821	19884167	1212	3	2.58270923299055e-05	8.68263572140548e-06	1.5581888009e-05	1.5625685995e-06
ENST00000204517.6	TFAP4	16	4308055	4322747	1017	7	2.25440217184009e-05	6.42118153515091e-06	1.4464067602e-05	1.65877258125e-06
ENST00000399599.3	CDIP1	16	4562572	4564131	627	4	4.49759392765237e-06	1.38483017073496e-06	2.87586054042368e-06	2.36903216493731e-07
ENST00000198767.6	RRN3	16	15155600	15188090	1956	18	3.01028888854468e-05	8.29722586219693e-06	1.87816068189999e-05	3.02405620425e-06
ENST00000537222.2	PDZD9	16	21995587	22012368	615	3	2.59594218815517e-06	6.95514239718071e-07	1.58558483324514e-06	3.14843115191958e-07
ENST00000309859.4	GGA2	16	23478910	23521732	1842	17	3.10195880218503e-05	9.49935991760034e-06	1.8874481264e-05	2.64574684025e-06
ENST00000289416.5	ACSM3	16	20781356	20808294	1761	13	2.43892634330334e-05	5.94374448478354e-06	1.50727777309999e-05	3.37274121725e-06
ENST00000427587.4	FAM86A	16	5135632	5147740	993	8	2.04282838041379e-05	6.38124551301708e-06	1.27347127857933e-05	1.3123255053275e-06
ENST00000302451.4	PDILT	16	20370640	20410622	1755	11	2.75840589635712e-05	8.02823330632128e-06	1.73850556189999e-05	2.17077003825e-06
ENST00000396355.1	NDE1	16	15758635	15818108	1008	8	2.08358391323183e-05	5.94888020456829e-06	1.2884720815e-05	2.00223811275e-06
ENST00000381920.3	METTL22	16	8719522	8740000	1215	10	2.41325899280908e-05	7.55128045134093e-06	1.41339804189999e-05	2.44732905775e-06
ENST00000327827.7	C16orf72	16	9185901	9210769	828	4	6.15073538411899e-06	1.66496230623853e-06	3.64922202444012e-06	8.36551053440337e-07
ENST00000311895.7	ERCC4	16	14014022	14042204	2751	11	4.47947897629416e-05	1.17228393604416e-05	2.8905919296e-05	4.16603110650001e-06
ENST00000307149.5	COG7	16	23400240	23464315	2313	17	3.9988421909319e-05	1.2492038659319e-05	2.3982944533e-05	3.513438717e-06
ENST00000312251.3	NAGPA	16	5075478	5083915	1548	10	1.27032134456325e-05	4.26408955660456e-06	7.87185731483098e-06	5.6726657419693e-07
ENST00000053243.1	TNFRSF17	16	12059181	12061704	555	3	8.7605853363837e-06	2.58283984888369e-06	5.55650230100001e-06	6.212431865e-07
ENST00000444310.4	C16orf96	16	4606490	4650318	3426	16	1.98689011662173e-05	5.82699147360979e-06	1.25831730256274e-05	1.45873666698011e-06
ENST00000573854.1	ACSM2A	16	20471436	20498000	1734	13	2.70014683503743e-05	6.55629547412431e-06	1.6474998281e-05	3.97017459525e-06
ENST00000318282.5	MKL2	16	14234463	14355301	3150	15	4.89180956997891e-05	1.40074961650393e-05	3.06258939129998e-05	4.28470562175e-06
ENST00000299853.5	POLR3E	16	22314289	22345021	2127	20	4.4693282250705e-05	1.3362036454205e-05	2.7870143809e-05	3.4611019875e-06
ENST00000570682.1	GPR139	16	20043056	20084938	1062	2	1.85832003962078e-05	5.65918415695783e-06	1.1942701811e-05	9.8131442825e-07
ENST00000324288.8	CIITA	16	10971187	11017160	3393	19	6.60086204534767e-05	2.02324500807264e-05	4.12485480970003e-05	4.52762227575001e-06
ENST00000396600.2	ABAT	16	8829596	8875287	1503	15	2.8356264871047e-05	8.39316027229704e-06	1.7556410081e-05	2.40669451775e-06
ENST00000304283.4	ANKS3	16	4747028	4780150	1971	15	4.02471183189748e-05	1.18928981182248e-05	2.5208258755e-05	3.14596144575e-06
ENST00000304414.7	ARL6IP1	16	18804573	18812788	612	6	9.19343557346587e-06	2.23566884146587e-06	5.664092821e-06	1.293673911e-06
ENST00000396052.2	LYRM1	16	20926877	20935438	369	3	6.40272456850191e-06	1.4830268710019e-06	3.87171372100001e-06	1.0479839765e-06
ENST00000465414.1	CLEC19A	16	19297173	19315540	411	3	2.01067008250143e-06	5.79688736035154e-07	1.18743459946909e-06	2.4354674699719e-07
ENST00000262374.5	ALG1	16	5121850	5134882	1395	13	2.73583571163192e-05	7.98548335381933e-06	1.69983699099999e-05	2.3745038525e-06
ENST00000262370.7	MGRN1	16	4674961	4738909	1731	17	4.00775526327045e-05	1.33538177207045e-05	2.423992942e-05	2.483805492e-06
ENST00000261383.3	DNAH3	16	20944475	21170762	12351	62	0.000193446863813747	5.38261651974998e-05	0.000122191275413997	1.74294232022501e-05
ENST00000241808.4	PRM2	16	11369756	11370227	309	2	9.15361650380765e-06	2.26616336205766e-06	6.02386310999999e-06	8.6359003175e-07
ENST00000299866.8	TVP23A	16	10864128	10912350	642	7	9.99178869845879e-06	2.7879312814588e-06	5.66954305199999e-06	1.534314365e-06
ENST00000261381.6	XYLT1	16	17202551	17564653	2880	12	6.37853717326867e-05	1.94027378539366e-05	4.02754179010001e-05	4.10721597775001e-06
ENST00000570319.1	NDUFAB1	16	23593604	23607611	471	4	9.56087087992034e-06	2.94439097031053e-06	6.14192664902291e-06	4.745532605869e-07
ENST00000353258.3	GDE1	16	19514791	19533286	996	6	1.71431716509694e-05	4.9595694329694e-06	1.0878904965e-05	1.304697253e-06
ENST00000304735.3	VASN	16	4430878	4432900	2022	1	3.65224113027008e-05	1.16997794490535e-05	2.33322585997951e-05	1.49037325385214e-06
ENST00000449606.1	EARS2	16	23535691	23568664	1572	9	2.23647604727955e-05	6.22259036015067e-06	1.44367871911833e-05	1.70538292146152e-06
ENST00000251170.7	SEC14L5	16	5009324	5064971	2091	15	4.51823033153838e-05	1.32187693631338e-05	2.8658174649e-05	3.30535930325e-06
ENST00000319715.4	RBBP6	16	24551947	24583766	5379	18	7.47364981019057e-05	1.79337339139063e-05	4.80986111699994e-05	8.704153018e-06
ENST00000571133.1	RSL1D1	16	11931643	11945369	1473	9	2.07618489718155e-05	5.71751384906549e-06	1.310099402e-05	1.94334110275e-06
ENST00000331808.4	DEXI	16	11035574	11035862	288	1	4.23885386803622e-06	1.73799381602368e-06	2.38781802071725e-06	1.13042031295288e-07
ENST00000268261.4	PMM2	16	8891739	8941682	741	8	1.32966569461729e-05	3.96554199817292e-06	8.00257125600001e-06	1.328543692e-06
ENST00000357967.4	ERI2	16	20809045	20817752	2076	9	1.09063768646017e-05	2.78159334006649e-06	7.06149364461734e-06	1.06328987991786e-06
ENST00000396516.2	ZC3H7A	16	11845172	11876210	2916	22	4.16951297246885e-05	1.05208880139386e-05	2.62731455189999e-05	4.90109619175001e-06
ENST00000571688.1	LITAF	16	11643492	11650586	486	3	3.22841760032625e-06	1.06502545954999e-06	1.9932027044946e-06	1.70189436281669e-07
ENST00000262366.3	GLIS2	16	4382281	4387525	1575	6	8.20919058504023e-06	2.69191646870949e-06	5.18327829156939e-06	3.33995824761349e-07
ENST00000251166.4	CORO7	16	4405158	4466519	2778	28	5.49158730594106e-05	1.62783639223538e-05	3.40031911166279e-05	4.63431802042888e-06
ENST00000268379.4	UQCRC2	16	21964744	21994492	1362	14	1.90944838955772e-05	4.94391505657734e-06	1.23658900979999e-05	1.784678741e-06
ENST00000322989.4	RPS15A	16	18794330	18800435	393	4	1.6169938400333e-06	4.06144289081292e-07	1.04884201398703e-06	1.62007536964981e-07
ENST00000268389.4	IGSF6	16	21652854	21663919	726	6	1.14471244135939e-05	3.34554499434386e-06	7.24295648300001e-06	8.5862293625e-07
ENST00000268383.2	CDR2	16	22358285	22385630	1365	5	2.21265963291836e-05	6.49378240993365e-06	1.345262371e-05	2.18019020925e-06
ENST00000307493.4	ACSM1	16	20634807	20702510	1734	13	2.74104330311464e-05	7.0397061856464e-06	1.7035536595e-05	3.3351902505e-06
ENST00000324344.4	DCUN1D3	16	20871207	20873860	915	2	1.43502593157165e-05	3.74870472296655e-06	9.38504005699999e-06	1.21651453575e-06
ENST00000300087.2	DCTN5	16	23652863	23678465	549	6	9.02588256472494e-06	2.31457136397493e-06	5.71720000200001e-06	9.9411119875e-07
ENST00000321919.9	GLYR1	16	4855236	4897266	1662	16	3.0315768440308e-05	8.81888254530796e-06	1.860219557e-05	2.894690325e-06
ENST00000396560.2	ATF7IP2	16	10524477	10576106	2049	10	2.51291977357268e-05	6.39078854147694e-06	1.63698473319999e-05	2.36856186225e-06
ENST00000320394.6	IQCK	16	19729628	19867870	864	9	1.5927366756977e-05	4.71498569347703e-06	9.96963315899999e-06	1.2427479045e-06
ENST00000300093.4	PLK1	16	23690253	23701384	1812	10	3.86015487255737e-05	1.08831566998237e-05	2.5159146724e-05	2.55924530175e-06
ENST00000312511.3	PRM1	16	11374848	11375095	156	2	3.88695513387654e-06	5.42544697876542e-07	2.653116201e-06	6.91294235e-07
ENST00000396658.4	UBN1	16	4902918	4930133	3405	17	5.39366870016184e-05	1.61933842238684e-05	3.3214630582e-05	4.52867219575e-06
ENST00000381396.5	CCP110	16	19539203	19562570	3039	14	3.89408951609877e-05	9.436107973488e-06	2.50094761069997e-05	4.49531108050001e-06
ENST00000381362.4	GP2	16	20322544	20337753	1614	11	2.51652510710547e-05	6.66701597980472e-06	1.554479657e-05	2.95343852125e-06
ENST00000395799.3	TNRC6A	16	24741162	24835128	5889	25	8.46124666523947e-05	2.16817078458946e-05	5.36361338620001e-05	9.29462494449998e-06
ENST00000396229.2	TMC5	16	19451360	19509288	3021	20	4.28306117752708e-05	1.10583644565208e-05	2.7392442046e-05	4.37980527275e-06
ENST00000574733.1	NMRAL1	16	4511780	4524133	900	5	1.76083688094797e-05	5.47422546372971e-06	1.0907091907e-05	1.22705143875e-06
ENST00000329565.5	SNN	16	11769915	11770182	267	1	5.96362124754475e-06	2.05971624579475e-06	3.681822854e-06	2.2208214775e-07
ENST00000566228.1	SNX29	16	12070663	12662486	2442	21	4.7390115547933e-05	1.4349581148183e-05	2.9582086555e-05	3.45844784475e-06
ENST00000396593.2	CARHSP1	16	8949020	8953185	444	3	8.67426954650105e-06	2.44239693607302e-06	5.7549999178167e-06	4.76872692611327e-07
ENST00000283027.5	NUBP1	16	10837720	10862962	963	11	1.71944143191998e-05	5.32893214519979e-06	1.0455139332e-05	1.410342842e-06
ENST00000409790.1	CLEC16A	16	11038574	11272547	3162	24	6.22062017921343e-05	1.9067888393884e-05	3.89075223060003e-05	4.23079109225e-06
ENST00000396410.4	PDXDC1	16	15069056	15130132	2367	23	3.81506410049334e-05	1.09283468751834e-05	2.3753649308e-05	3.46864482175e-06
ENST00000396324.3	MYH11	16	15797847	15932109	5940	41	0.00011462642232	3.4279398352999e-05	7.0493028182001e-05	9.85399578499998e-06
ENST00000283025.2	TEKT5	16	10721439	10788730	1458	7	2.96068401518546e-05	8.83007518360457e-06	1.8906050607e-05	1.87071436125e-06
ENST00000005284.3	CACNG3	16	24268075	24373184	948	4	1.87783287013668e-05	5.30997748061679e-06	1.1520140014e-05	1.94821120675e-06
ENST00000437198.2	PARN	16	14530573	14723982	1920	24	2.09539343248126e-05	5.53291794670965e-06	1.29968164707141e-05	2.42419990738878e-06
ENST00000396368.3	KIAA0430	16	15690549	15733090	5229	26	8.14204683778142e-05	2.36000151848139e-05	5.15982782790003e-05	6.22217491400001e-06
ENST00000315997.5	C16orf89	16	5094583	5115909	1209	8	2.2118962592389e-05	6.55902961138904e-06	1.344967642e-05	2.110256561e-06
ENST00000283033.5	TXNDC11	16	11773050	11836586	2877	12	5.27493006320974e-05	1.59819915188473e-05	3.28237879670001e-05	3.94352114625e-06
ENST00000261584.4	PALB2	16	23614779	23652478	3561	13	4.5087038251599e-05	1.23094263825991e-05	2.85896348959999e-05	4.18797697300001e-06
ENST00000434724.2	GSPT1	16	11966975	12009577	1914	15	1.49758126811155e-05	4.68154371905326e-06	9.23097247254648e-06	1.06329648951578e-06
ENST00000300061.2	SCNN1G	16	23197592	23226790	1950	12	3.33425879369135e-05	9.22272784541357e-06	2.13708752729999e-05	2.7489848185e-06
ENST00000312693.3	TNP2	16	11361852	11363119	417	2	6.75702914219893e-06	1.44491179644892e-06	4.92768973600001e-06	3.8442760975e-07
ENST00000570689.1	UMOD	16	20344635	20362059	1923	10	1.27430424367244e-05	4.16678212448517e-06	7.74486743501686e-06	8.3139287722233e-07
ENST00000396573.2	GRIN2A	16	9857005	10274268	4395	12	7.8003729722673e-05	2.41769864244226e-05	4.94067843670004e-05	4.41995893125e-06
ENST00000287706.3	NTAN1	16	15131887	15149828	933	10	1.52914730622607e-05	4.21568305851071e-06	9.34541938700001e-06	1.73037061675e-06
ENST00000388958.3	OTOA	16	21689835	21771861	3420	28	2.84600375453631e-05	8.54429902413151e-06	1.7468769910039e-05	2.44696861119261e-06
ENST00000321998.5	COQ7	16	19078986	19089480	654	6	1.41465404763465e-05	4.04630399784653e-06	9.18500635099999e-06	9.152301275e-07
ENST00000311620.5	ANKS4B	16	21245058	21262141	1254	2	1.687901586949e-05	5.08474643523995e-06	1.0552485151e-05	1.24178428325e-06
ENST00000304381.5	TMC7	16	18995385	19073165	2172	16	3.6220827240334e-05	9.94042700633399e-06	2.3100170164e-05	3.18023007e-06
ENST00000574002.1	ZP2	16	21208800	21222868	2238	19	3.18658937025085e-05	8.92923522275862e-06	1.98557139159999e-05	3.08094456375e-06
ENST00000389398.5	VWA3A	16	22103958	22167223	3555	33	3.85884649426086e-05	1.07977781933164e-05	2.41233110628067e-05	3.66737568648552e-06
ENST00000381774.4	CPPED1	16	12758742	12897633	945	4	2.05498770798597e-05	6.9238415438597e-06	1.1994133073e-05	1.631902463e-06
ENST00000233047.4	TMEM159	16	21172503	21190877	486	4	6.86773192279343e-06	2.11787442379342e-06	4.25398573100001e-06	4.95871768e-07
ENST00000399609.3	SRL	16	4242153	4292068	1422	6	2.43269680407177e-05	7.08928719896773e-06	1.5931666738e-05	1.30601410375e-06
ENST00000300113.2	CHP2	16	23766370	23768904	591	7	1.24805453057409e-05	3.28132962324091e-06	7.99396518599999e-06	1.2052504965e-06
ENST00000322048.7	ROGDI	16	4847460	4852572	864	11	6.63490319133714e-06	2.17515610008249e-06	3.98365630190489e-06	4.76090789349762e-07
ENST00000261374.3	HS3ST2	16	22825931	22926883	1104	2	2.21178054983247e-05	6.77932917981213e-06	1.36645819569364e-05	1.67389436157609e-06
ENST00000262375.6	DNAJA3	16	4475882	4504915	1443	11	2.96421019074555e-05	9.11075793095554e-06	1.8104497879e-05	2.4268460975e-06
ENST00000311745.5	RBFOX1	16	7383002	7760747	1257	13	2.71677560186124e-05	8.93013905949473e-06	1.5809086777144e-05	2.42853018197374e-06
ENST00000329697.6	ACSM2B	16	20548579	20576167	1734	13	2.68261861375548e-05	6.50157218630486e-06	1.63328559089999e-05	3.99175804225e-06
ENST00000256797.4	ERN2	16	23702151	23724652	2925	22	5.72092202116327e-05	1.66210311466326e-05	3.52985301580001e-05	5.289658907e-06
ENST00000303531.7	PRKCB	16	23847496	24226137	2022	17	3.60258464272774e-05	1.03471416282774e-05	2.3124735375e-05	2.553969424e-06
ENST00000344836.4	USP7	16	8987854	9057142	3309	31	5.55311346244145e-05	1.48539956626646e-05	3.31548574239999e-05	7.52228153775e-06
ENST00000331849.4	ACSM5	16	20422806	20451749	1740	13	2.91486226907747e-05	8.03063235677482e-06	1.82146682409999e-05	2.903322093e-06
ENST00000381337.2	THUMPD1	16	20748201	20753061	1062	4	5.83943222945864e-06	1.66289108525544e-06	3.60553970285084e-06	5.71001441352356e-07
ENST00000219689.7	USP31	16	23079366	23160591	4059	16	7.97374094567695e-05	2.47162124192694e-05	5.03177005640001e-05	4.70349647350001e-06
ENST00000396385.3	MPV17L	16	15489754	15501969	591	4	4.06617085553925e-06	1.3705652063875e-06	2.40960604909468e-06	2.85999600057069e-07
ENST00000268231.8	SEPT12	16	4827797	4837646	1077	9	2.10338403634811e-05	6.10477005948107e-06	1.3363820087e-05	1.565250217e-06
ENST00000359543.3	EMP2	16	10626761	10641474	504	4	9.48063927489945e-06	2.97149036414944e-06	5.94877073800001e-06	5.6037817275e-07
ENST00000358154.3	METTL9	16	21611054	21666753	957	5	1.56399770684717e-05	4.8960648464717e-06	9.499020189e-06	1.244892033e-06
ENST00000300006.4	C16orf45	16	15528510	15680686	615	6	2.612039207848e-06	7.183251620659e-07	1.71255415692867e-06	1.81159888853437e-07
ENST00000261658.2	BFAR	16	14738203	14761684	1353	7	1.98978516260782e-05	5.39196471282822e-06	1.2232557478e-05	2.27332943525e-06
ENST00000572467.1	CORO7-PAM16	16	4390319	4466519	3147	31	6.18401612928578e-05	1.81471726873067e-05	3.84710672222637e-05	5.22192138328751e-06
ENST00000333050.6	TMEM186	16	8889808	8891471	642	2	1.13817615516095e-05	2.52414083835955e-06	7.661902695e-06	1.19571801825e-06
ENST00000347898.3	SLC5A11	16	24869964	24922854	2028	15	3.39753477329012e-05	1.00767990191512e-05	2.1306126396e-05	2.59242231775e-06
ENST00000446231.2	SMG1	16	18820890	18937363	10986	63	0.000121547135381132	3.1230257426518e-05	7.68430117373698e-05	1.34738662172443e-05
ENST00000219478.6	ZNF500	16	4802376	4815979	1443	5	1.33395399054933e-05	3.90583114479285e-06	8.52088027669697e-06	9.12828484003459e-07
ENST00000570646.1	HMOX2	16	4555525	4559757	951	5	1.57007870567077e-05	4.52957842645774e-06	9.74188723799998e-06	1.42932139225e-06
ENST00000205557.7	ABCC6	16	16243989	16317291	4512	31	8.20986431854975e-05	2.4584186765747e-05	5.11585019220005e-05	6.35595449775001e-06
ENST00000343070.2	SCNN1B	16	23359920	23392122	1923	12	3.51594627730335e-05	1.05693080597835e-05	2.1980219184e-05	2.60993552925e-06
ENST00000424107.3	SHISA9	16	12995921	13329266	1275	5	1.04306286232826e-05	3.34541898773529e-06	6.42527735752439e-06	6.59932278022914e-07
ENST00000219837.7	KNOP1	16	19718231	19726357	1377	4	2.08178813516145e-05	5.9009193446145e-06	1.3341584696e-05	1.575377311e-06
ENST00000299320.5	C16orf71	16	4786515	4797626	1563	8	2.69143992376979e-05	8.04131316969792e-06	1.634999711e-05	2.523088958e-06
ENST00000438132.3	C16orf62	16	19566784	19711798	3159	31	4.88848313887518e-05	1.35801533552519e-05	3.06329198269999e-05	4.67175820650001e-06
ENST00000345988.2	PPL	16	4933384	4987046	5271	22	0.000104782643509166	2.99374717891651e-05	6.6864727033001e-05	7.98044468699997e-06
ENST00000255759.6	FOPNL	16	15961296	15982442	525	5	5.41417344667117e-06	1.2874318626731e-06	3.27456654763295e-06	8.5217503636511e-07
ENST00000263026.5	EEF2K	16	22237050	22295317	2178	17	4.47809745077238e-05	1.32613283269738e-05	2.7449305234e-05	4.07034094675e-06
ENST00000219599.3	CRYM	16	21270101	21289572	945	8	1.57273611138328e-05	4.79580788158285e-06	9.94826963599999e-06	9.8328359625e-07
ENST00000381440.3	ITPRIPL2	16	19125783	19127391	1608	1	3.72734698014413e-05	1.14152492171507e-05	2.43758311803709e-05	1.48238940391958e-06
ENST00000355377.2	SYT17	16	19179968	19278398	1425	8	2.73050310086037e-05	8.35179692435372e-06	1.714158822e-05	1.81164586425e-06
ENST00000399410.3	ABCC1	16	16043608	16235138	4596	31	9.13572515952153e-05	2.82668352559648e-05	5.62941323930005e-05	6.79628394625001e-06
ENST00000223459.6	ZNF688	16	30581236	30582950	831	3	6.22263717156498e-06	1.83284883388696e-06	4.10063147277043e-06	2.89156864907588e-07
ENST00000322861.7	MYLPF	16	30386178	30389221	510	7	1.07918740606756e-05	3.42729716692558e-06	6.750973375e-06	6.1360351875e-07
ENST00000219097.2	ORC6	16	46723617	46731497	759	7	1.15673864176185e-05	3.05954259361845e-06	7.44568776000001e-06	1.062156064e-06
ENST00000331351.5	HS3ST4	16	25703738	26147569	1371	2	8.79002004758401e-06	3.15708163939205e-06	5.27548506872633e-06	3.57453339465629e-07
ENST00000395216.2	ZNF785	16	30593880	30596932	1218	3	2.94000207481139e-05	8.79691844961386e-06	1.9177905549e-05	1.4251967495e-06
ENST00000219150.5	CORO1A	16	30196530	30200285	1386	10	2.99323544656657e-05	8.37117320216572e-06	1.9818443214e-05	1.7427380495e-06
ENST00000544665.3	ITGAM	16	31271385	31343028	3462	30	6.47425354951451e-05	1.91288739268949e-05	4.05239650280002e-05	5.08969654025e-06
ENST00000285697.4	C16orf87	16	46836863	46865061	465	4	4.86603967347429e-06	1.08301722087549e-06	2.81448992054562e-06	9.68532532053178e-07
ENST00000340124.4	GPT2	16	46918627	46962909	1572	11	3.30468207170648e-05	1.01040057935649e-05	2.08321349999999e-05	2.1106799235e-06
ENST00000539836.3	ZNF668	16	31072388	31075939	1929	3	1.77810315404848e-05	5.46677181248485e-06	1.1259479911e-05	1.054779817e-06
ENST00000262519.8	SETD1A	16	30970052	30995344	5124	18	0.000108397849607503	3.20430255310036e-05	6.98025576309997e-05	6.55226644550001e-06
ENST00000308713.5	SEZ6L2	16	29883019	29910340	2733	17	5.78101919976833e-05	1.87990328461832e-05	3.56121555330001e-05	3.3990036185e-06
ENST00000395224.2	TBX6	16	30097545	30102514	1311	8	2.7632341413436e-05	8.11369405593601e-06	1.7530093034e-05	1.9885543235e-06
ENST00000328086.7	ZKSCAN2	16	25251136	25268448	2904	7	4.57230874545299e-05	1.11375815505299e-05	2.9561079285e-05	5.024426619e-06
ENST00000395762.2	IL4R	16	27351524	27375151	2478	9	3.99760186026395e-05	1.19121420118896e-05	2.47800797719999e-05	3.28379681875e-06
ENST00000564831.1	APOBR	16	28506002	28509826	3294	4	1.85298995621731e-05	5.72689225601401e-06	1.16373707786529e-05	1.16563652750627e-06
ENST00000285737.4	LONP2	16	48278299	48385713	2559	15	4.07120570020051e-05	1.05810008822551e-05	2.6132935738e-05	3.99812038175e-06
ENST00000219660.5	AQP8	16	25228366	25239813	786	6	1.52310018514482e-05	5.02843797394816e-06	9.211698951e-06	9.908649265e-07
ENST00000361439.4	NSMCE1	16	27236477	27268891	801	7	1.51189565118061e-05	4.66802479255606e-06	9.39333099600001e-06	1.05760072325e-06
ENST00000567659.1	PRRT2	16	29824375	29825959	1185	2	1.59634434307154e-05	4.42369547896541e-06	1.0204274726e-05	1.33547322575e-06
ENST00000319285.4	DCTPP1	16	30435553	30441301	513	3	1.07799649694049e-05	2.64457968465494e-06	7.188733894e-06	9.4665139075e-07
ENST00000279387.7	PPP4C	16	30087698	30096383	924	8	1.99383595080677e-05	5.79613163756783e-06	1.25144900629999e-05	1.6277378075e-06
ENST00000330498.3	SLC5A2	16	31494457	31501856	2019	14	4.86468458630738e-05	1.58939849885738e-05	3.0223251255e-05	2.5296096195e-06
ENST00000356897.1	IL27	16	28510971	28518132	732	5	1.27085156554627e-05	3.51487044481534e-06	8.25299738540854e-06	9.40647825238867e-07
ENST00000395641.2	NUPR1	16	28549339	28550228	303	2	5.06625382938458e-06	1.37174325338458e-06	3.287281119e-06	4.07229457e-07
ENST00000317508.6	PRSS8	16	31143329	31146819	1032	6	1.76078321306741e-05	5.46316814842417e-06	1.09829376229999e-05	1.16172635925e-06
ENST00000302312.4	AHSP	16	31539460	31540012	309	2	4.69342062558401e-06	1.31818860383401e-06	2.882364589e-06	4.9286743275e-07
ENST00000389202.2	ITGAD	16	31404681	31437449	3486	30	6.07278554158668e-05	1.79061885386167e-05	3.75225840730001e-05	5.29908280425e-06
ENST00000394689.2	BRD7	16	50353121	50402685	1959	17	2.87449812524429e-05	7.79055680419303e-06	1.79507005169999e-05	3.00372393125e-06
ENST00000379925.3	RPGRIP1L	16	53635987	53734635	3948	26	5.27238238208489e-05	1.21711151505989e-05	3.355852215e-05	6.99418652024999e-06
ENST00000471389.1	FTO	16	53738096	54145827	1518	9	2.37157754184541e-05	6.06584013720421e-06	1.44052698919999e-05	3.24466538925e-06
ENST00000395609.1	SULT1A1	16	28617141	28620176	888	7	1.61589511514417e-05	4.57097502019166e-06	1.0016087288e-05	1.57188884325e-06
ENST00000323584.5	PHKB	16	47495261	47733277	3282	31	4.78257673438107e-05	1.20385413095608e-05	3.03247651269999e-05	5.46246090725001e-06
ENST00000304658.5	XPO6	16	28109858	28222689	3378	24	5.50891330043276e-05	1.52556684525776e-05	3.4879943404e-05	4.95352114775e-06
ENST00000394657.7	AKTIP	16	53526323	53534171	879	9	1.31258255926834e-05	3.20923862193336e-06	8.34446534899999e-06	1.57212162175e-06
ENST00000380310.2	FBXL19	16	30936053	30958551	2085	11	1.53310080594218e-05	4.12518704167238e-06	9.81738839486039e-06	1.388432622889e-06
ENST00000327237.2	C16orf58	16	31502155	31519694	1407	13	1.71979640341855e-05	5.44107390517974e-06	1.03634299127332e-05	1.39346021627259e-06
ENST00000569430.1	CLN3	16	28488836	28503080	1317	15	2.50190046618047e-05	7.74132339805474e-06	1.5305155355e-05	1.97252590875e-06
ENST00000358201.4	RABEP2	16	28916263	28936484	1710	13	3.74373670147978e-05	1.10345732427978e-05	2.3557099165e-05	2.845694607e-06
ENST00000317058.3	CCDC101	16	28592390	28603027	882	9	1.79180762155476e-05	5.16248724104762e-06	1.1606654323e-05	1.1489346515e-06
ENST00000395248.1	ALDOA	16	30078218	30081533	1257	9	2.1005462780034e-05	6.1745796827841e-06	1.33215439949999e-05	1.50933910225e-06
ENST00000305596.3	CD2BP2	16	30364305	30366002	1026	6	1.76758596687379e-05	4.54569518748786e-06	1.1655815948e-05	1.47434853325e-06
ENST00000300850.5	ZNF646	16	31087645	31094413	5499	2	9.50726174741968e-05	2.31689138046965e-05	6.58144209730003e-05	6.08928269650001e-06
ENST00000357402.5	MVP	16	29841870	29859310	2682	14	5.32645499639225e-05	1.52630053816723e-05	3.47825258430002e-05	3.21901873925e-06
ENST00000262133.6	RBL2	16	53468468	53524212	3420	22	5.01639292908337e-05	1.30314712315839e-05	3.26485969879998e-05	4.48386107125e-06
ENST00000330943.4	SNX20	16	50707316	50711437	951	3	2.49532152492073e-05	7.67684567645729e-06	1.6001374921e-05	1.27499465175e-06
ENST00000311303.3	ABCC12	16	48117625	48180335	4080	29	6.55465321187446e-05	1.85782774304946e-05	4.1165832387e-05	5.80242230125e-06
ENST00000394809.4	MYLK3	16	46741615	46782105	2460	13	4.0715856933192e-05	1.27438602411919e-05	2.51223844690001e-05	2.849612223e-06
